name	mz	rt	molecular_formula	molecular_name	chebi_id	exact_mass	ion_type	charge	monoisotopic_mass	model_id	chemspider	cas_registry_number	hmdb	kegg	lipidmaps	metacyc	inchi	ppm_error
M218T165	218.138674906906	165.314796447754	C10H19NO4	O-propanoylcarnitine	28867	218.14	[M+H]+	0.0	217.13141	MAM02657c	No match	No match	HMDB0000824	C03017	No match	No match	InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3	0.07
M218T61	218.211353566284	61.001953125	C12H24O2	dodecanoic acid	30805	218.21	[M+NH4]+	0.0	200.17763	MAM02344c	No match	143-07-7	HMDB0000638	C02679	LMFA01010012	DODECANOATE	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	-0.12
M218T61	218.211353566284	61.001953125	C6H12O	hexanal	88528	218.21	[2M+NH4]+	0.0	100.08882	MAM20037c	No match	66-25-1	HMDB0005994	No match	LMFA06000109	HEXANAL	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	-0.17
M218T61	218.211353566284	61.001953125	C6H12O	4-methylpentanal	17998	218.21	[2M+NH4]+	0.0	100.08882	MAM02182c	No match	1119-16-0	No match	C02373	No match	No match	InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3	-0.17
M219T14_1	219.123731506221	13.7446556091309	C10H18O5	3-hydroxysebacic acid	89182	219.12	[M+H]+	0.0	218.11542	MAM03258c	No match	68812-93-1	HMDB0000350	No match	LMFA01170092	No match	InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)	4.84
M219T14_2	219.160019063905	13.562837600708																
M219T165	219.142229318372	164.843826293945																
M219T234	218.919754519914	233.59619140625	C2H2Cl2O2	dichloroacetic acid	36386	218.92	[M+Na+NaFormate]+	0.0	127.94318	MAM01691c	No match	79-43-6	No match	C11149	No match	CPD-9674	InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)	-0.34
M219T99	219.012599426169	99.4283905029297																
M220T149	220.077319031531	148.942794799805	C4H11N5	metformin	6801	220.08	[M+Na+NaFormate]+	0.0	129.10145	MAM02467c	No match	657-24-9	HMDB0001921	C07151	No match	No match	InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)	-3.55
M220T14_1	220.118891820447	13.7546229362488	C9H17NO5	pantothenic acid	7916	220.12	[M+H]+	0.0	219.11067	MAM02680c	No match	599-54-2	HMDB0000210	C00864	No match	No match	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	4.41
M220T14_2	220.155335224019	13.5894241333008	C10H18O4	sebacic acid	41865	220.15	[M+NH4]+	0.0	202.12051	MAM03923c	No match	111-20-6	HMDB0000792	C08277	LMFA01170006	CPD-3623	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	4.88
M220T14_3	220.180167768729	13.6261129379272																
M220T165	220.151348948233	165.288558959961																
M220T68	220.117936098619	68.3850479125977	C9H17NO5	pantothenic acid	7916	220.12	[M+H]+	0.0	219.11067	MAM02680c	No match	599-54-2	HMDB0000210	C00864	No match	No match	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	0.07
M221T13	221.175407407181	13.4585876464844																
M221T14	221.139444617859	13.6470642089844																
M221T161	221.177669523144	161.307075500488	C26H52O2	hexacosanoic acid	31009	221.18	[M+Na+Na]2+	0.0	396.39673	MAM01432c	No match	506-46-7	No match	No match	LMFA01010026	No match	InChI=1S/C26H52O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26(27)28/h2-25H2,1H3,(H,27,28)	2.28
M221T165_1	221.13595219757	164.613723754883																
M221T165_2	221.157450811332	165.253051757812																
M221T166	221.071785350794	166.168388366699																
M221T65	221.156614650813	64.5622711181641																
M222T13	222.195913688994	13.4392919540405																
M222T14_1	222.134563752104	13.6516017913818																
M222T14_2	222.159686336215	13.5737161636353	C12H16N2O	bufotenin	3210	222.16	[M+NH4]+	0.0	204.12626	MAM01408c	No match	487-93-4	No match	C08299	No match	No match	InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3	-1.46
M222T165	222.16085893909	165.22142791748	C12H16N2O	bufotenin	3210	222.16	[M+NH4]+	0.0	204.12626	MAM01408c	No match	487-93-4	No match	C08299	No match	No match	InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3	3.82
M223T118	222.867652120078	117.593811035156																
M223T14_1	223.118558887019	13.7472267150879																
M223T14_2	223.154830710013	13.5636582374573																
M223T165	223.162484247853	165.475891113281																
M223T39_1	223.063507077482	38.7504043579102																
M223T39_2	223.16914271077	39.3312034606934																
M223T504	222.988098741516	504.049621582031																
M223T57	223.084289039982	57.3552093505859	C21H28N4O4	Val-Pro-Trp	166350	223.08	[M+Na+Na]2+	0.0	400.21106	MAM04067c	8287131	No match	No match	No match	No match	No match	InChI=1S/C21H28N4O4/c1-12(2)18(22)20(27)25-9-5-8-17(25)19(26)24-16(21(28)29)10-13-11-23-15-7-4-3-6-14(13)15/h3-4,6-7,11-12,16-18,23H,5,8-10,22H2,1-2H3,(H,24,26)(H,28,29)/t16-,17-,18-/m0/s1	-0.18
M223T729	223.083136434241	728.553588867188																
M223T748	222.960946473495	747.736694335938	C4H4O4	fumaric acid	18012	222.96	[M+K+NaFormate]+	0.0	116.01096	MAM01862c	No match	110-17-8	HMDB0000134	C00122	No match	FUM	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	-2.53
M223T773	222.960960255319	773.057434082031	C4H4O4	fumaric acid	18012	222.96	[M+K+NaFormate]+	0.0	116.01096	MAM01862c	No match	110-17-8	HMDB0000134	C00122	No match	FUM	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	-2.47
M223T789	223.083026474776	789.052825927734																
M224T14_1	224.138982992657	13.6428289413452																
M224T14_2	224.175417128789	13.5295715332031																
M225T14	225.133955449612	13.6390571594238	C10H13N3O2	4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one	32692	225.13	[M+NH4]+	0.0	207.10078	MAM00932c	No match	64091-91-4	No match	C16453	No match	No match	InChI=1S/C10H13N3O2/c1-13(12-15)7-3-5-10(14)9-4-2-6-11-8-9/h2,4,6,8H,3,5,7H2,1H3	-2.55
M225T233	224.956049743878	233.257659912109	C3H7O7P	2-phospho-D-glyceric acid	17835	224.96	[M+39K]+	0.0	185.99294	MAM00674c	No match	No match	HMDB0003391	C00631	No match	2-PG	InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1	-2.62
M225T233	224.956049743878	233.257659912109	C3H7O7P	3-phospho-D-glyceric acid	17794	224.96	[M+39K]+	0.0	185.99294	MAM00913c	No match	No match	No match	C00197	No match	G3P	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1	-2.62
M226T149	226.023995400055	148.696821106445	C8H9NO3	3,5,6-trihydroxyindoline	143250	226.02	[M+H+NaCl]+	0.0	167.05824	MAM02619c	No match	No match	No match	No match	No match	No match	InChI=1S/C8H9NO3/c10-6-1-4-5(2-7(6)11)9-3-8(4)12/h1-2,8-12H,3H2	-0.86
M226T149	226.023995400055	148.696821106445	C8H9NO3	pyridoxal	17310	226.02	[M+H+NaCl]+	0.0	167.05824	MAM02813c	1021	66-72-8	HMDB0001545	C00250	No match	PYRIDOXAL	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	-0.86
M226T236	226.045117976131	235.971908569336	C8H9NO	N-phenylacetamide	28884	226.05	[M+Na+NaFormate]+	0.0	135.06841	MAM01251c	No match	103-84-4	No match	C07565	No match	No match	InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)	0.26
M226T236	226.045117976131	235.971908569336	C8H9NO	2-phenylacetamide	16562	226.05	[M+Na+NaFormate]+	0.0	135.06841	MAM00673c	No match	103-81-1	HMDB0010715	C02505	No match	CPD-238	InChI=1S/C8H9NO/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10)	0.26
M226T39	226.180032115706	39.3036308288574																
M227T100	227.125226107622	99.8540153503418	C4H7N3O	creatinine	16737	227.13	[2M+H]+	0.0	113.05891	MAM01621c	No match	60-27-5	HMDB0000562	C00791	No match	CREATININE	InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)	0.69
M227T100	227.125226107622	99.8540153503418	C5H10O2	valeric acid	17418	227.13	[2M+Na]+	0.0	102.06808	MAM03134c	No match	109-52-4	HMDB0000892	C00803	LMFA01010005	No match	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)	-0.81
M227T100	227.125226107622	99.8540153503418	C9H18O2	nonanoic acid	29019	227.13	[M+H+NaFormate]+	0.0	158.13068	MAM02614c	No match	112-05-0	No match	C01601	LMFA01010009	CPD-8505	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)	-2.88
M227T166	226.951282489162	165.811477661133																
M227T233_1	226.911324078696	233.17529296875	C6H5BrO2	4-Bromophenol-2,3-epoxide	34390	226.91	[M+39K]+	0.0	187.94729	MAM00975c	No match	No match	HMDB0062398	C14845	No match	No match	InChI=1S/C6H5BrO2/c7-3-1-2-4(8)6-5(3)9-6/h1-2,5-6,8H	1.47
M227T233_1	226.911324078696	233.17529296875	C6H5BrO2	4-Bromocatechol	34388	226.91	[M+39K]+	0.0	187.94729	MAM00973c	No match	17345-77-6	HMDB0062396	C14843	No match	No match	InChI=1S/C6H5BrO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H	1.47
M227T233_2	226.951149042905	233.496810913086																
M227T233_3	226.972717195382	233.456893920898																
M227T234_1	226.929950947813	233.569969177246																
M227T234_2	227.125318157449	233.532722473145	C4H7N3O	creatinine	16737	227.13	[2M+H]+	0.0	113.05891	MAM01621c	No match	60-27-5	HMDB0000562	C00791	No match	CREATININE	InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)	1.09
M227T234_2	227.125318157449	233.532722473145	C5H10O2	valeric acid	17418	227.13	[2M+Na]+	0.0	102.06808	MAM03134c	No match	109-52-4	HMDB0000892	C00803	LMFA01010005	No match	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)	-0.4
M227T234_2	227.125318157449	233.532722473145	C9H18O2	nonanoic acid	29019	227.13	[M+H+NaFormate]+	0.0	158.13068	MAM02614c	No match	112-05-0	No match	C01601	LMFA01010009	CPD-8505	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)	-2.47
M228T14	228.123856511014	13.7520408630371	C9H21N2O2+	N(6),N(6),N(6)-trimethyl-L-lysine	17311	228.12	[M+39K]+	1.0	189.15975	MAM02517c	No match	19253-88-4	No match	C03793	No match	No match	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1/t8-/m0/s1	1.78
M228T233	227.954712386317	233.494750976562																
M228T234	228.129026929075	233.83837890625																
M228T40	228.195665665876	39.6783752441406																
M228T60	228.268312480752	59.5733032226562																
M229T118	228.812926133868	117.835083007812																
M229T14_1	229.119154035925	13.8191194534302	C10H13NO4	3-Methoxytyrosine	172453	229.12	[M+NH4]+	0.0	211.08446	MAM00830c	1607	7636-26-2	HMDB0001434	No match	No match	No match	InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)	4.12
M229T14_1	229.119154035925	13.8191194534302	C10H13NO4	3-O-methyldopa	82913	229.12	[M+NH4]+	0.0	211.08446	MAM00830c	No match	300-48-1	HMDB0001434	No match	No match	No match	InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)/t7-/m0/s1	4.12
M229T14_2	229.144380136407	13.669970035553																
M229T176	228.97330511592	175.602111816406																
M229T197	229.123734148422	197.134307861328	C24H40O6S	lithocholic acid sulfate	35421	229.12	[M+2H]2+	0.0	456.25456	MAM03709c	No match	34669-57-3	No match	No match	No match	No match	InChI=1S/C24H40O6S/c1-15(4-9-22(25)26)19-7-8-20-18-6-5-16-14-17(30-31(27,28)29)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21H,4-14H2,1-3H3,(H,25,26)(H,27,28,29)/t15-,16-,17-,18+,19-,20+,21+,23+,24-/m1/s1	-1.51
M229T233	228.955581991457	233.498870849609	C3H6O6S	(S)-3-sulfolactic acid	16712	228.95	[M+H+NaCl]+	0.0	169.98851	MAM00179c	No match	No match	No match	C11499	No match	No match	InChI=1S/C3H6O6S/c4-2(3(5)6)1-10(7,8)9/h2,4H,1H2,(H,5,6)(H,7,8,9)/t2-/m1/s1	4.9
M229T243	229.154397292632	242.505325317383																
M229T40	229.199111356823	39.6950569152832																
M229T729	229.090914189133	728.577697753906																
M229T754	228.909211446925	754.428100585938																
M229T818	228.909235933269	817.590698242188																
M229T841	228.909224641688	841.349731445312																
M230T14	230.13951296231	13.6704664230347																
M230T59	230.247838580125	59.0936660766602	C14H28O	tetradecanal	84067	230.25	[M+NH4]+	0.0	212.21402	MAM20052c	No match	124-25-4	HMDB0034283	No match	LMFA06000078	CPD-7886	InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3	0.3
M231T118	230.81010112773	117.854537963867																
M231T14_1	231.134898674874	13.7652025222778	C5H9NO2	L-proline	17203	231.13	[2M+H]+	0.0	115.06333	MAM02770c	No match	147-85-3	HMDB0000162	C00148	No match	PRO	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	4.28
M231T14_1	231.134898674874	13.7652025222778	C5H9NO2	3-acetamidopropanal	30322	231.13	[2M+H]+	0.0	115.06333	MAM01250c	No match	No match	No match	C18170	No match	No match	InChI=1S/C5H9NO2/c1-5(8)6-3-2-4-7/h4H,2-3H2,1H3,(H,6,8)	4.28
M231T14_1	231.134898674874	13.7652025222778	C5H9NO2	D-proline	16313	231.13	[2M+H]+	0.0	115.06333	MAM01742c	No match	344-25-2	HMDB0003411	C00763	No match	D-PROLINE	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m1/s1	4.28
M231T14_2	231.159978172162	13.6231217384338	C12H22O4	dodecanedioic acid	4676	231.16	[M+H]+	0.0	230.15181	MAM03562c	No match	693-23-2	HMDB0000623	C02678	LMFA01170009	CPD-10670	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	3.97
M232T131	232.154315692171	130.850723266602	C11H21NO4	O-butanoylcarnitine	7676	232.15	[M+H]+	0.0	231.14706	MAM02635c	No match	No match	No match	C02862	No match	No match	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3	0.02
M232T14_1	232.118643376751	13.775505065918	C10H17NO5	Suberylglycine	88811	232.12	[M+H]+	0.0	231.11067	MAM03955c	No match	60317-54-6	HMDB0000953	No match	No match	No match	InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)	3.12
M232T14_2	232.15500403972	13.5794172286987	C11H21NO4	O-butanoylcarnitine	7676	232.15	[M+H]+	0.0	231.14706	MAM02635c	No match	No match	No match	C02862	No match	No match	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3	2.99
M232T14_3	232.180370155744	13.8354411125183																
M232T186	231.983735821811	186.155136108398																
M233T118	232.807280652954	117.620761871338																
M233T120	232.896557520895	119.528133392334																
M233T14_1	233.13929758704	13.7446556091309																
M233T14_2	233.175594008767	13.5474433898926	C6H12O2	hexanoic acid	30776	233.17	[2M+H]+	0.0	116.08373	MAM02120c	No match	142-62-1	HMDB0000535	C01585	LMFA01010006	HEXANOATE	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)	3.79
M233T43	232.985341903448	43.4424476623535																
M234T14_1	234.134121049315	13.751838684082																
M234T14_2	234.170814098724	13.6013369560242																
M235T130	235.173110130553	129.737648010254																
M235T14_1	235.118748095537	13.6390571594238																
M235T14_2	235.155044325545	13.6261129379272																
M235T170_1	234.98130088719	170.480331420898																
M235T170_2	235.118651595681	169.718322753906																
M235T58	235.172807060092	58.229923248291																
M236T130	236.176523500974	129.945983886719																
M236T149	236.051230078369	148.729553222656	C6H11NO3	6-amino-2-oxohexanoic acid	17534	236.05	[M+Na+NaFormate]+	0.0	145.07389	MAM01157x	No match	No match	No match	C03239	No match	No match	InChI=1S/C6H11NO3/c7-4-2-1-3-5(8)6(9)10/h1-4,7H2,(H,9,10)	2.92
M236T149	236.051230078369	148.729553222656	C6H11NO3	4-acetamidobutanoic acid	17645	236.05	[M+Na+NaFormate]+	0.0	145.07389	MAM00952c	No match	3025-96-5	HMDB0003681	C02946	No match	No match	InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)	2.92
M236T149	236.051230078369	148.729553222656	C6H11NO3	N-isobutyrylglycine	70979	236.05	[M+Na+NaFormate]+	0.0	145.07389	MAM02181c	No match	No match	HMDB0000730	No match	No match	No match	InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)	2.92
M236T149	236.051230078369	148.729553222656	C6H11NO3	allysine	17027	236.05	[M+Na+NaFormate]+	0.0	145.07389	MAM00631c	No match	1962-83-0	No match	No match	No match	No match	InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H,1-3,7H2,(H,9,10)	2.92
M236T149	236.051230078369	148.729553222656	C4H11N5	metformin	6801	236.05	[M+K+NaFormate]+	0.0	129.10145	MAM02467c	No match	657-24-9	HMDB0001921	C07151	No match	No match	InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)	-3.26
M236T14_1	236.150126229224	13.6952829360962	C10H18O5	3-hydroxysebacic acid	89182	236.15	[M+NH4]+	0.0	218.11542	MAM03258c	No match	68812-93-1	HMDB0000350	No match	LMFA01170092	No match	InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)	4.05
M236T14_2	236.175274429709	13.5549411773682																
M236T235	236.071791685903	235.047203063965																
M237T128	237.178416241357	128.339477539062																
M237T14_1	237.134157698212	13.5894241333008	C5H10O3	3-hydroxyisovaleric acid	37084	237.13	[2M+H]+	0.0	118.06299	MAM01392c	No match	625-08-1	HMDB0000754	No match	LMFA01050396	No match	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)	3.91
M237T14_1	237.134157698212	13.5894241333008	C5H10O3	2-hydroxy-3-methylbutyric acid	60645	237.13	[2M+H]+	0.0	118.06299	MAM03186c	No match	4026-18-0	HMDB0000407	No match	No match	No match	InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	3.91
M237T14_1	237.134157698212	13.5894241333008	C5H10O3	3-hydroxy-2-methylbutanoic acid	37051	237.13	[2M+H]+	0.0	118.06299	MAM03189c	No match	No match	No match	No match	No match	No match	InChI=1S/C5H10O3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	3.91
M237T14_2	237.170399333063	13.5640802383423																
M237T49	236.976613102884	48.7229690551758	C5H6O4	mesaconic acid	16600	236.98	[M+K+NaFormate]+	0.0	130.02661	MAM02465m	No match	498-24-8	HMDB0000749	C01732	No match	No match	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2+	-2.31
M237T49	236.976613102884	48.7229690551758	C5H6O4	itaconic acid	30838	236.98	[M+K+NaFormate]+	0.0	130.02661	MAM02191c	No match	97-65-4	HMDB0002092	C00490	LMFA01170063	ITACONATE	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	-2.31
M237T49	236.976613102884	48.7229690551758	C5H6O4	(E)-glutaconic acid	15670	236.98	[M+K+NaFormate]+	0.0	130.02661	MAM03615c	No match	628-48-8	HMDB0000620	C02214	LMFA01170109	GLUTACONATE	InChI=1S/C5H6O4/c6-4(7)2-1-3-5(8)9/h1-2H,3H2,(H,6,7)(H,8,9)/b2-1+	-2.31
M237T49	236.976613102884	48.7229690551758	C3H5O6P	phosphoenolpyruvic acid	44897	236.98	[M+H+NaFormate]+	0.0	167.98237	MAM02696c	No match	138-08-9	HMDB0000263	C00074	No match	No match	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)	-4.04
M238T14_1	238.164111232354	13.5896010398865																
M238T14_2	238.191089254588	13.6343059539795																
M238T232	237.973182074834	231.845718383789																
M239T119	238.841490293058	118.56022644043																
M239T14	239.14959564648	13.8506379127502																
M239T65	239.079155848333	64.6042175292969																
M240T105	240.101657155938	105.323371887207	C21H39O7P	1-linoleoyl-sn-glycerol 3-phosphate	62834	240.1	[M+Na+Na]2+	0.0	434.24334	MAM00491c	No match	No match	No match	No match	LMGP10050017	No match	InChI=1S/C21H39O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(23)27-18-20(22)19-28-29(24,25)26/h6-7,9-10,20,22H,2-5,8,11-19H2,1H3,(H2,24,25,26)/b7-6-,10-9-/t20-/m1/s1	4.94
M240T105	240.101657155938	105.323371887207	C23H26N8O4	His-Trp-His	158023	240.1	[M+2H]2+	0.0	478.2077	MAM03680c	No match	No match	No match	No match	No match	No match	InChI=1S/C23H26N8O4/c24-17(6-14-9-25-11-28-14)21(32)30-19(5-13-8-27-18-4-2-1-3-16(13)18)22(33)31-20(23(34)35)7-15-10-26-12-29-15/h1-4,8-12,17,19-20,27H,5-7,24H2,(H,25,28)(H,26,29)(H,30,32)(H,31,33)(H,34,35)/t17-,19-,20-/m0/s1	4.19
M240T105	240.101657155938	105.323371887207	C7H14N2O4S	L-cystathionine	17482	240.1	[M+NH4]+	0.0	222.06743	MAM02349c	No match	56-88-2	HMDB0000099	C02291	No match	CYSTATHIONINE	InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1	1.99
M240T63	240.003159055467	63.2796211242676	C8H7NO	indoxyl	17840	240.0	[M+K+NaFormate]+	0.0	133.05276	MAM03702c	No match	480-93-3	No match	C05658	No match	No match	InChI=1S/C8H7NO/c10-8-5-9-7-4-2-1-3-6(7)8/h1-5,9-10H	-0.63
M241T119	240.838680231196	119.033740997314																
M241T742	241.030921084627	741.677490234375	C6H12N2O4S2	L-cystine	16283	241.03	[M+H]+	0.0	240.02385	MAM01629c	No match	56-89-3	HMDB0000192	C00491	No match	No match	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	-0.74
M242T14	242.139369324814	13.7175045013428																
M242T148	241.997862837759	148.331573486328																
M242T198	242.078890941692	198.423675537109																
M242T222	242.018833937412	221.773483276367	C8H9NO	N-phenylacetamide	28884	242.02	[M+K+NaFormate]+	0.0	135.06841	MAM01251c	No match	103-84-4	No match	C07565	No match	No match	InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)	-0.52
M242T222	242.018833937412	221.773483276367	C8H9NO	2-phenylacetamide	16562	242.02	[M+K+NaFormate]+	0.0	135.06841	MAM00673c	No match	103-81-1	HMDB0010715	C02505	No match	CPD-238	InChI=1S/C8H9NO/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10)	-0.52
M242T222	242.018833937412	221.773483276367	C8H9NO4	4-pyridoxic acid	17405	242.02	[M+H+NaCl]+	0.0	183.05316	MAM01033c	6467	82-82-6	HMDB0000017	C00847	No match	CPD-1112	InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)	-1.14
M242T59	242.284178303083	58.857702255249																
M243T14_1	243.1346177773	13.7401599884033																
M243T14_2	243.159862183778	13.6489171981812																
M243T165_1	243.139356562014	165.09619140625																
M243T165_2	243.279329513321	165.337425231934																
M243T174	243.182829093087	174.351783752441																
M243T233	242.92526691545	233.471206665039																
M244T14	244.15512139772	13.6252360343933	C12H21NO4	O-tiglylcarnitine	71179	244.15	[M+H]+	0.0	243.14706	MAM03496c	No match	64191-86-2	HMDB0002366	No match	No match	No match	InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+	3.32
M244T175	243.684338882795	174.547660827637																
M244T234	243.928616007014	233.594451904297																
M244T39	244.190547314134	39.3983535766602																
M245T118	244.786831286038	117.835643768311																
M245T14_1	245.150627362248	13.6709976196289																
M245T14_2	245.175516617044	13.5557618141174																
M245T199	245.097654827861	199.19206237793																
M245T234	244.922729954611	233.594284057617																
M245T728	245.065058647231	728.093383789062																
M246T108	246.169873887292	108.352508544922	C12H23NO4	O-isovalerylcarnitine	73025	246.17	[M+H]+	0.0	245.16271	MAM03706c	No match	No match	HMDB0000688	No match	No match	No match	InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3	-0.35
M246T14_1	246.134290218644	13.7446556091309	C9H21N3O	N(8)-acetylspermidine	27911	246.13	[M+H+NaCl]+	0.0	187.16846	MAM02518c	No match	13431-24-8	No match	C01029	No match	CPD-3462	InChI=1S/C9H21N3O/c1-9(13)12-8-3-2-6-11-7-4-5-10/h11H,2-8,10H2,1H3,(H,12,13)	-0.49
M246T14_1	246.134290218644	13.7446556091309	C9H21N3O	N(1)-acetylspermidine	17927	246.13	[M+H+NaCl]+	0.0	187.16846	MAM02503c	No match	14278-49-0	HMDB0001276	C00612	No match	CPD-568	InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)	-0.49
