database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
	C25H30O9S			4-{3-[2,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)phenyl]-2-hydroxy-3-oxopropyl}-2-[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]phenylhydrogensulfate					10.987																																																																																																																																																																											8310212.8059231	8286531.9713438																																					9101776.32764451																																																																																																		8310212.8059231	5.41661417396604
	C19H24O4			4-{3-[(4-hydroxy-3-methoxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol					18.693												76699453.8856069									17001101.8534028																																																																																																																																																																																																																																																																																															
	C19H24O4			4-{3-[(4-hydroxy-3-methoxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol					19.829																	57894728.6311292									22137048.0894848							19881177.3571288	20623963.0787446	23840008.550325	21827554.7153192	20969607.9679038	20253369.4849545	19310321.8911458	16768788.6868151					24696465.2060172	22225174.32907	23258152.7911055	24274308.7475123	25342174.1336542	21579190.3760004	12271957.9338366	14131098.8576036											11984095.7871191	13355562.5813801	10005252.4985557	12333767.8065719	12639945.1569747	13341654.4783408		12640492.9892843																			14073503.258487	13808089.6152094	10881316.4146588	12334489.4858459	11446526.4905811	12766606.8947047	17955944.0079834	16948067.0206944	14605079.5080714	20129766.2040215	21125272.1522378	20624433.1887529	20766688.5937069	18767874.7704669	18492215.329551	20897081.2005298	12602165.413703	13969085.661441	16493967.2954806	19736096.8564081	15572967.8867082	18725765.2946066					17981909.6130171	20985315.6247692	20424341.3872659	24325428.3491496	22370072.7821348	21551935.4260397	17729765.3493371	21282500.2583659	22382800.6963272	24225525.8211752	20390166.4108308	19032495.6792644	17857605.8922226	19767665.4874794	20439266.3652029	19994750.2143216	25340970.8768431	23332733.9718829																									15508512.3248377	17859240.4299873	14052891.3770454	19597404.6334051	15934083.967652	10052238.5215377	16127484.7163683	17732840.9136416	14736120.2140999	16816185.6615028																																																																				13078279.4176118	11530669.5900061	14800643.6692322	14714011.2500311	13791327.5668382	12066464.4836824	13200318.3239493			14306205.9806243	16833920.8094663	17550634.4737975	21080248.396868	22423400.6295713	25060647.3266312	22177259.6832595	23418989.4587784	23681343.5019159	25899501.9135896	12301527.7547141	13984679.7037245	12474459.5311808	13284844.1268813		13848520.0261567															11164594.805682	11119006.6721764	13718497.0626052	13119954.3953815	13880313.2199732	15021294.1327376	11157233.1775667	12451956.4841295		9098352.29035972	9989254.85557499	11723196.2262038	11852084.185341	14737659.3423234	11424510.2321404	15972454.5229146	13900719.7945328	14569129.3212614	10435101.8826666	14340687.6235626	15136257.2966702	16122682.9349559							11733541.8717058	11874625.266449	13045646.8090305	14588416.087273	13804630.8741287	14105402.5085502	15753525.9271801	26.101385229984
	C19H24O4			4-{3-[(4-hydroxy-3-methoxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol					12.717												26361126.8009147																		8599843.7361782																																																																																																																																																																									5509807.89052078																																																																																																												5509807.89052078	
	C19H24O4			4-{3-[(4-hydroxy-3-methoxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol					17.846															24020864.625565									13506853.7582457																																																																																																																																																																																																																																																																																												
	C19H24O4			4-{3-[(4-hydroxy-3-methoxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol					18.326																		17047377.5067683									15017414.1029887																																																																																																																																																																																																																																																																																									
	C26H39NO3			4-{(Z)-[(4E,7Z,16Z,19Z)-1-Hydroxy-4,7,10,13,16,19-docosahexaen-1-ylidene]amino}butanoic acid					15.366																																										6358594.00331667																					5194299.76676168		5898014.36327975																			5875084.45407443	6587941.71017086	7522012.95330975	6584170.77696418	6890398.01027115			5718143.35037267			6076226.27451393	11064876.7457215	12544961.2425259	73826689.1074111	77416849.1154155	63244814.2535634	63413772.8579145	35938579.941421	35316545.9239666	10525509.14163	11181352.5057291	43458979.7845402	48710036.1463844	24456538.230587	22786739.2621564	74673150.9806407	81720347.3774109	11067811.7496418	12173749.2420944	5936775.66264926	6722015.78841357	20595361.4195918	20978820.6449018	11485201.6941586	11207920.4991301	17856573.2934104	17285673.1807341	22331676.0958826	21836893.1862776	46085169.4357033	48206403.9879693	46960657.8719542	50209556.3676617	28455172.117294	26458007.2100331	21639730.2398106	22007345.3298914	57019531.8151578	58844125.1210092			86036360.4958505	90262393.4564922	24389510.2398272	28309641.9453183	13770380.3215933	15792451.748445	30064220.1802002	30830431.654101	6492527.39174099	6995904.82623683							15131561.8615181	16795286.10526			7302776.63573184	7857826.92161898	25875158.0642751	26523590.510937	9968996.37864474	11053988.322932				7749497.242011	117500369.970951	130438456.105627	20393888.777093	22191571.3786414	44117260.1023642	41434246.6170586	62688567.7201585	59764809.8772695	10042866.2963553	11319948.7073224	27212878.4186114	28378790.4202915	7739195.8992476	8007949.60341343			10285194.6384084	10934058.1688127	103686408.383817	108703613.320332	6559211.41592124	6671978.62478125			12168525.8874019	13027562.6106755	14845540.9696316	15190501.3910262	66335342.5570947	72002764.536552	37582739.0300957	37177541.5563872	89090005.5573663	93615247.9341658	68803991.782897	74044842.0186815	58639410.0140777	54246583.0564407	22663186.9467106	22335764.8296214	49395119.2177094	52409119.4467501	5708051.95831501	5869927.71473611	33784208.267946	37217717.7624536	46653067.7856601	55164776.9039476	9422339.79288261	10134653.5932683	7841939.6711974	8028643.73289814	978100297.038888	991930628.412274	17958354.9177119	17483717.2053214	25322257.1127651	25740984.3428204	21865138.6372116	22027813.6280309	6329026.16673489	6792944.98838851	13665345.603077	13882544.8644547	11187359.1993193	11287532.8995968	8944017.92394423	9078685.91169346	62813265.2325056	49834655.0020989	12261431.2333739	11231796.4531322	10002370.0468189	10058503.7947304	36030239.1395273	37068847.0031602	7103431.48931398	7434654.08577333	12290307.9486728	13602982.821879	112937495.2581	120362063.23126			41339739.7353966	44554084.6447653	59939104.1468918	61087202.6901544	44205369.6584448	46852085.030027							20136753.6592973	18821294.965883	12137508.6372789	11504238.6758876	45039065.8198146	46871009.7873535	5477000.24703228	5593765.08866934	15296670.6152867	16028367.3032026	6359301.17150344	6325802.9237482			31743254.4157068	34042704.1988773	8737942.09748285	9800920.06802879	12190766.4829471	12126108.3642801	10650757.9948054	11066107.3547069	56412598.5459442	59042223.4231644	6831159.53899481	7256068.23076225	15897631.8976912	15807544.763623					16216014.468861	16951565.2119149	12241726.890489	13241161.0150422	12845546.8702504	14201436.7003353	48188739.5049531	48249499.5392392					9759275.66366311	9892967.35896381	17856573.2934104	258.091467737697
	C26H39NO3			4-{(Z)-[(4E,7Z,16Z,19Z)-1-Hydroxy-4,7,10,13,16,19-docosahexaen-1-ylidene]amino}butanoic acid					12.756																																																																																																																			15615838.7002711	15188514.478387																																			22049037.9061984	29107469.1077956																			20222418.6146401	22558273.0222423											8459169.48944889	9193910.67490402									21781671.2818979	22209349.8033465																	9515337.61355903	11211055.2206204					851592409.07901	898560029.709623															18190668.6486184	13997795.2720979			43129126.1061719	45778640.8263947											30155620.2807761	37185186.8662294	11481484.676527	11866179.5155598																						6593432.64225468			7971149.03115118	8543917.96176726															24509988.5233688	24921440.8661517													20222418.6146401	275.382432721188
	C26H39NO3			4-{(Z)-[(4E,7Z,16Z,19Z)-1-Hydroxy-4,7,10,13,16,19-docosahexaen-1-ylidene]amino}butanoic acid					11.479																																																																																																																																																							240841457.554124	267650892.594863																																9491837.23813694									12473837.3827017	13825434.3856406																																							11259156.450319				165664720.42006	165873466.425852											167021340.114109	187711149.51887	11716433.1431784	13205088.2476504								10994118.5692435																																	81610775.2525493	76736294.3276806													76736294.3276806	98.2180639303012
	C26H39NO3			4-{(Z)-[(4E,7Z,16Z,19Z)-1-Hydroxy-4,7,10,13,16,19-docosahexaen-1-ylidene]amino}butanoic acid					13.846																																																																																																																	14211675.0514669	15139443.0807133									10809729.2014987	11206703.7791295	12976079.277155	12712044.0588516												10035402.0370804																											10534033.1874399	12045979.9797301																													10140842.521347	10140658.4045002																						150415306.676997															14769953.847048	12039869.0145404															10504083.9396596		10518031.9031408	10749938.176321													8650360.00421264	9271797.5327862											14370959.9870704	15215980.1280546																									8686744.5839508	8404581.9760963			10809729.2014987	165.518823927527
	C26H39NO3			4-{(Z)-[(4E,7Z,16Z,19Z)-1-Hydroxy-4,7,10,13,16,19-docosahexaen-1-ylidene]amino}butanoic acid					15.736																																																																																																																																			7403163.90592248	7494979.56234151																																																																					10343587.799448	9718613.86805258																																											5721942.04838032	6048385.62621838					8230001.52135429	8831374.55206742																																																							7862490.5418479	20.5488606445321
	C20H16N6OS			4-[5-(5-anilino-1,2,4-thiadiazol-3-yl)-4-methylpyrimidin-2-yl]benzamide					16.063																		10053400.3073319			11166772.1506952						6735236.81406552																																																																																																																																																																																																																																																																																									
	C20H19FN2OS			4-[4-(2'-fluoro[1,1'-biphenyl]-4-yl)-5-methyl-1,3-thiazol-2-yl]morpholine					9.708																																																																																																																																																																																																																									13380516.0542415																																																																																										13380516.0542415	
	C19H19N3O2			4-[3-(4-phenoxyphenyl)-1H-pyrazol-5-yl]morpholine					8.814																																																																													5843085.47789272	6065639.35940853		6086911.58048368	6857255.13910371	5477893.30629895	6569971.80923308							9130765.96395756																																																																																																																																																																																																																									6086911.58048368	18.4673898792449
	C19H19N3O2			4-[3-(4-phenoxyphenyl)-1H-pyrazol-5-yl]morpholine					9.094																																																																														5002351.29127624																																																																																																																																																																																																																																					5002351.29127624	
CHEBI:175566	C27H29FN4O	FC1=CC=C(CN2C(NC3CCN(CC3)CCC4=CC=C(O)C=C4)=NC=5C2=CC=CC5)C=C1	InChI=1S/C27H29FN4O/c28-22-9-5-21(6-10-22)19-32-26-4-2-1-3-25(26)30-27(32)29-23-14-17-31(18-15-23)16-13-20-7-11-24(33)12-8-20/h1-12,23,33H,13-19H2,(H,29,30)	4-[2-(4-{[1-(4-fluorobenzyl)-1H-benzimidazol-2-yl]amino}piperidin-1-yl)ethyl]phenol					8.32																																																																																																																																																																																																																																					34560450.2882575	34750307.5353952													8858190.8780059	8903904.2472213																																																											44947076.7360457	45558947.2155174			34655378.9118263	56.5358576172101
CHEBI:91792	C15H23NO4	CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C	InChI=1S/C15H23NO4/c1-8-3-9(2)15(20)11(4-8)12(17)5-10-6-13(18)16-14(19)7-10/h8-12,17H,3-7H2,1-2H3,(H,16,18,19)	4-[2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione					9.42																																																																			19328647.5195644	19195734.9695322	19863702.072305	18932243.0737793	20328819.0881954	20172666.2627453	21870211.6364192	22064601.2315938	21071742.4851832	21022168.9491064	13375296.8742436	13106894.539088	12673461.9265605	13288997.3813321	12991391.167648	12387500.8206507	14636088.4018292	15808049.4663546	20098630.8150408	20903149.0270009	19038503.8509947	19606560.7523238	18655224.6093558	18609694.0985523	17290436.5778357	18477729.5533951	16772105.4125136	19197713.5708715																																									8525182.27510846	9558499.215384																																																																																																																																																																											18793733.8415676	21.5660152244141
	C17H18N2O5			4-[(E)-2-{[2-(4-Hydroxyphenyl)ethyl]amino}vinyl]-2,3-dihydro-2,6-pyridinedicarboxylic acid					9.196																																																																																																																																																																																																																									9921924.89130707	9420995.31450128																																																																																									9671460.10290418	3.66243252712032
	C17H18N2O5			4-[(E)-2-{[2-(4-Hydroxyphenyl)ethyl]amino}vinyl]-2,3-dihydro-2,6-pyridinedicarboxylic acid					9.035																																																																																																																																																																																																																									5547166.96522026	5535019.54803118																																																																																									5541093.25662572	0.155014916220983
	C18H31N5O4S			4-[(Cyclohexylcarbamoyl)amino]-1-[(methylsulfanyl)acetyl]prolyl-N2-methylglycinamide					8.997																																																																																																																																															7458877.89539475	7586558.75515038	7518953.28193038	7345360.13074508																																																																							10517801.079874	10072258.5870881	12771410.0111708	11334076.937255											8959027.8904551	9456788.59303374									8823037.13665665	9213129.19515605																																															4102334.55626176	3860883.80183644									13820737.7231663	13230862.4073371							9086078.54280557	31.4914016333205
CHEBI:165866	C7H16N2O2	OC(=O)CCCNCCCN	InChI=1S/C7H16N2O2/c8-4-2-6-9-5-1-3-7(10)11/h9H,1-6,8H2,(H,10,11)	4-[(3-Aminopropyl)amino]butanoic acid					1.147																																																																																																						5900640.57401879	7063607.63560939	6900528.08019322																						6237539.14010599									9782763.54602629	10060183.3661773					8830311.88587372	5810552.41995997			8391138.9193415										22320871.2937722	17513307.2072597					6147363.91406973																										8585457.58270375	8833272.3698371	5537862.51265964																																																																																											4717769.56776445																											7727373.27747544	52.308906470624
CHEBI:176478	C9H18N2O3	OC(=O)CCCNCCCNC(=O)C	InChI=1S/C9H18N2O3/c1-8(12)11-7-3-6-10-5-2-4-9(13)14/h10H,2-7H2,1H3,(H,11,12)(H,13,14)	4-[(3-Acetamidopropyl)amino]butanoic acid					1.234																																	4694454.89216041	4476768.07395512			4691914.47339095															2892428.02266996																																											57995734.8445855	58845651.8252359											12259151.8422093	11880473.9416789									13605331.9026447	14917032.1361541												8207314.70503529													9325890.41258163	8820656.14632569					10361907.1306879							12098987.9057745			8072653.02445426							16624026.2127797				9009065.46069717			7823340.04083223												9057511.23451868	7238917.73624052					6449051.95262179	6823624.48617191	9187500.4121019	9675751.96261296	8181158.60570762			14071792.4140364											8192345.30789107	8486393.97284799																			7731514.52030276	8131200.08983447			6956151.59827048		6137530.01175738		25121714.1895309	20584137.8844957	9427031.62059689	9438305.88992997											9946926.38226999												5785275.11014561		9005438.47253707	9545746.42455134			4584472.93690794		8663355.45963577	7818370.4035089	10441529.173211						11812657.6281479	11079250.2259198											4714412.45430222										6487982.38050991	6441869.97753735			15281204.2383275		9005438.47253707	91.6391368778618
	C12H9NO2S			4-[(2-thienylmethylidene)amino]benzoic acid					8.442																																																																																																																																																																																																																																																			12881254.8492945	13454376.2186772																																																															13167815.5339858	3.07764037009389
CHEBI:169181	C14H24O4	O(C1C(CCC(C1)C)C(C)C)C(=O)CCC(O)=O	InChI=1S/C14H24O4/c1-9(2)11-5-4-10(3)8-12(11)18-14(17)7-6-13(15)16/h9-12H,4-8H2,1-3H3,(H,15,16)	4-[(2-Isopropyl-5-methylcyclohexyl)oxy]-4-oxobutanoic acid					12.208																																																																																																																																																																																																																																																							9923007.93449718	10076519.7550959																																																											9999763.84479652	1.08551812844971
CHEBI:169181	C14H24O4	O(C1C(CCC(C1)C)C(C)C)C(=O)CCC(O)=O	InChI=1S/C14H24O4/c1-9(2)11-5-4-10(3)8-12(11)18-14(17)7-6-13(15)16/h9-12H,4-8H2,1-3H3,(H,15,16)	4-[(2-Isopropyl-5-methylcyclohexyl)oxy]-4-oxobutanoic acid					15.629																																																																																																																																																																																																																																																																																																	4998699.99757962	5742615.61254694																	5370657.80506328	9.79447574332556
	C15H22O5			4,8-dihydroxy-6-(hydroxymethyl)-6,8-dimethyl-1H,3H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[5,6-c]furan-1-one					9.058																																																																																																																													7536807.54831117	8504322.26491535																																																																																																																																																																																					8020564.90661326	8.5297759568593
	C15H22O5			4,8-dihydroxy-6-(hydroxymethyl)-6,8-dimethyl-1H,3H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[5,6-c]furan-1-one					10.424																																																																			6457004.60245137	6391152.85234104	6620535.60795582	5988020.9030368	6815483.02557513	6506999.04783746	7751857.21186149	7531432.97537999	6894325.80188742	6964204.40968988	4352717.76526259	4477922.14736784	4222634.70662352	4458739.61915705	4379688.15566259		4873213.40179126	5533121.43288849	6441136.83668386	6769590.90840434	6007130.99407103	6406986.38564095	7111029.70818759	7165987.93443156	6562593.58656852	7130828.78721093	6591693.11652284	7588316.04080205																																																																																																																																																																																																																					6506999.04783746	17.3142050935027
	C12H22O			4,8a-dimethyl-decahydronaphthalen-4a-ol					15.284																														124531876.809597																																																																																																																																																																																																																																																																																						
CHEBI:89720	C10H10O	CC=1C=CC(C)=C2C1C=CO2	InChI=1S/C10H10O/c1-7-3-4-8(2)10-9(7)5-6-11-10/h3-6H,1-2H3	4,7-dimethylbenzofuran					14.97																																																																																																																																																																																																																																																																	5059479.31714065	5111223.30592615																																																	5085351.3115334	0.719488647181636
CHEBI:183352	C20H17N3O	O=C1N(N=C2N(C(=CC(=C21)C)C)C3=CC=CC=C3)C4=CC=CC=C4	InChI=1S/C20H17N3O/c1-14-13-15(2)22(16-9-5-3-6-10-16)19-18(14)20(24)23(21-19)17-11-7-4-8-12-17/h3-13H,1-2H3	4,6-dimethyl-2,7-diphenyl-3,7-dihydro-2H-pyrazolo[3,4-b]pyridin-3-one					8.357																																																																																																																																																																																																																																																							4872139.54599433		4200381.5973245																																																										4536260.57165941	10.4712812087568
CHEBI:182245	C15H20O5	O1C2C3C(CC(O)C2C(C1=O)=C)(C(O)CCC3C=O)C	InChI=1S/C15H20O5/c1-7-11-9(17)5-15(2)10(18)4-3-8(6-16)12(15)13(11)20-14(7)19/h6,8-13,17-18H,1,3-5H2,2H3	4,6-dihydroxy-5a-methyl-3-methylidene-2-oxo-dodecahydronaphtho[1,2-b]furan-9-carbaldehyde					11.899																	6064330.48940052																																																																																																				6019248.19832647																																																																																																																																																																																														6019248.19832647	
	C11H12O6			4,6-dihydroxy-3-(1-hydroxyethyl)-5-methoxy-1,3-dihydro-2-benzofuran-1-one					12.226												408148472.256504																		1262452419.58238	57387114.7225579	77316393.5241659																																																																									33904881.3288687	33820561.1546274			36390183.7554502					19876010.0056223																																															37126161.4914067			39302305.9936057																																																																												33848304.4746534										39555687.3020833																																																									35147532.5421595	18.26536984423
	C21H43N5O7			4,6-Diamino-3-({3-amino-6-[1-(methylamino)ethyl]tetrahydro-2H-pyran-2-yl}oxy)-2-hydroxycyclohexyl3-deoxy-4-C-methyl-3-(methylamino)pentopyranoside					1.002																																									7493203.10553417	7654230.46219019	9757980.98508785	10566274.444214	7509159.07882482	7410352.5859618	11205224.7828965	9672000.51407728	13133131.6382786	10399023.3617223	39196418.8273703	35303104.0107784	47901054.0207107	47485813.7080835	43498343.2547512	45345238.6059192	59754076.4462246	61099543.5858643									246077877.127597	250685284.619349	251100436.017721	213306699.965002	274494061.62288	251901686.888875	303317835.440809	288412883.683086	229269177.704661	228802090.0739	164009689.595686	171209036.196778	185368213.746143	149795900.735759	187924795.695188	171559119.220367	185455501.263604	195978064.154271	257799654.423588	261298359.123867	206735192.649624	198708419.015107	278041685.184704	282638223.372578	264305060.575989	257197621.215391	253469342.370666	261989246.067653																																							30052865.5600237	32074369.7635669	184191316.757676	155079941.194691	32818051.1642077	36820156.9130934	37786564.3781454	35163327.5932418											8984783.76025093	9330218.25240617																							54799929.0131572	63092862.7934022	34300110.3680749	40073925.7533237	52581902.9740657	79003622.0957139	143351119.65128	128037583.306791	15034797.7157697	11587541.4303716																					46117801.8260296	45199075.8298362					27647300.0136907	39478808.4768397			74313869.9384495	103503882.279704	11822293.0021771	13454719.4670318	16036528.0005888	16283186.7538862	62782847.5554313	67030290.3320866	28138681.6003423	25615553.7392591																7812453.21978594													49932351.7148345	49326627.4214492	88630022.0922012	82602516.1430672	65042543.3137567	98197221.8496414	79405434.1100254	95003328.639193	53295394.1676108	50580372.5121413													7767072.5942626			5561328.02537604				12932205.2631363	9775533.90771913	7877766.04729514															7287399.20382072	10312913.7284073							51581137.7431035	96.9648098192216
