database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02820216_BEHC18_NEG	20P02820217_BEHC18_NEG	20P02820215_BEHC18_NEG	20P02820224_BEHC18_NEG	20P02820213_BEHC18_NEG	20P02820210_BEHC18_NEG	20P02820211_BEHC18_NEG	20P02820218_BEHC18_NEG	20P02820219_BEHC18_NEG	20P02820133_BEHC18_NEG	20P02820132_BEHC18_NEG	20P02820131_BEHC18_NEG	20P02820130_BEHC18_NEG	20P02820136_BEHC18_NEG	20P02820135_BEHC18_NEG	20P02820134_BEHC18_NEG	20P02820139_BEHC18_NEG	20P02820138_BEHC18_NEG	20P02820024_BEHC18_NEG	20P02820320_BEHC18_NEG	20P02820026_BEHC18_NEG	20P02820027_BEHC18_NEG	20P02820021_BEHC18_NEG	20P02820023_BEHC18_NEG	20P02820028_BEHC18_NEG	20P02820286_BEHC18_NEG	20P02820096_BEHC18_NEG	20P02820227_BEHC18_NEG	20P02820120_BEHC18_NEG	20P02820121_BEHC18_NEG	20P02820122_BEHC18_NEG	20P02820123_BEHC18_NEG	20P02820124_BEHC18_NEG	20P02820264_BEHC18_NEG	20P02820126_BEHC18_NEG	20P02820127_BEHC18_NEG	20P02820128_BEHC18_NEG	20P02820129_BEHC18_NEG	20P02820266_BEHC18_NEG	20P02820059_BEHC18_NEG	20P02820058_BEHC18_NEG	20P02820057_BEHC18_NEG	20P02820051_BEHC18_NEG	20P02820053_BEHC18_NEG	20P02820052_BEHC18_NEG	20P02820295_BEHC18_NEG	20P02820293_BEHC18_NEG	20P02820288_BEHC18_NEG	20P02820317_BEHC18_NEG	20P02820199_BEHC18_NEG	20P02820198_BEHC18_NEG	20P02820195_BEHC18_NEG	20P02820194_BEHC18_NEG	20P02820196_BEHC18_NEG	20P02820315_BEHC18_NEG	20P02820190_BEHC18_NEG	20P02820193_BEHC18_NEG	20P02820192_BEHC18_NEG	20P02820115_BEHC18_NEG	20P02820114_BEHC18_NEG	20P02820116_BEHC18_NEG	20P02820110_BEHC18_NEG	20P02820274_BEHC18_NEG	20P02820176_BEHC18_NEG	20P02820082_BEHC18_NEG	20P02820205_BEHC18_NEG	20P02820080_BEHC18_NEG	20P02820084_BEHC18_NEG	20P02820310_BEHC18_NEG	20P02820306_BEHC18_NEG	20P02820307_BEHC18_NEG	20P02820298_BEHC18_NEG	20P02820299_BEHC18_NEG	20P02820303_BEHC18_NEG	20P02820305_BEHC18_NEG	20P02820240_BEHC18_NEG	20P02820100_BEHC18_NEG	20P02820105_BEHC18_NEG	20P02820038_BEHC18_NEG	20P02820032_BEHC18_NEG	20P02820031_BEHC18_NEG	20P02820030_BEHC18_NEG	20P02820037_BEHC18_NEG	20P02820269_BEHC18_NEG	20P02820328_BEHC18_NEG	20P02820060_BEHC18_NEG	20P02820063_BEHC18_NEG	20P02820064_BEHC18_NEG	20P02820179_BEHC18_NEG	20P02820178_BEHC18_NEG	20P02820069_BEHC18_NEG	20P02820175_BEHC18_NEG	20P02820174_BEHC18_NEG	20P02820173_BEHC18_NEG	20P02820172_BEHC18_NEG	20P02820171_BEHC18_NEG	20P02820170_BEHC18_NEG	20P02820203_BEHC18_NEG	20P02820183_BEHC18_NEG	20P02820180_BEHC18_NEG	20P02820002_BEHC18_NEG	20P02820006_BEHC18_NEG	20P02820188_BEHC18_NEG	20P02820189_BEHC18_NEG	20P02820202_BEHC18_NEG	20P02820271_BEHC18_NEG	20P02820185_BEHC18_NEG	20P02820229_BEHC18_NEG	20P02820228_BEHC18_NEG	20P02820164_BEHC18_NEG	20P02820226_BEHC18_NEG	20P02820092_BEHC18_NEG	20P02820095_BEHC18_NEG	20P02820162_BEHC18_NEG	20P02820163_BEHC18_NEG	20P02820220_BEHC18_NEG	20P02820017_BEHC18_NEG	20P02820016_BEHC18_NEG	20P02820018_BEHC18_NEG	20P02820089_BEHC18_NEG	20P02820151_BEHC18_NEG	20P02820153_BEHC18_NEG	20P02820152_BEHC18_NEG	20P02820154_BEHC18_NEG	20P02820159_BEHC18_NEG	20P02820158_BEHC18_NEG	20P02820276_BEHC18_NEG	20P02820238_BEHC18_NEG	20P02820239_BEHC18_NEG	20P02820234_BEHC18_NEG	20P02820235_BEHC18_NEG	20P02820236_BEHC18_NEG	20P02820237_BEHC18_NEG	20P02820230_BEHC18_NEG	20P02820231_BEHC18_NEG	20P02820232_BEHC18_NEG	20P02820233_BEHC18_NEG	20P02820048_BEHC18_NEG	20P02820046_BEHC18_NEG	20P02820042_BEHC18_NEG	20P02820043_BEHC18_NEG	20P02820040_BEHC18_NEG	20P02820001_BEHC18_NEG	20P02820322_BEHC18_NEG	20P02820323_BEHC18_NEG	20P02820326_BEHC18_NEG	20P02820146_BEHC18_NEG	20P02820147_BEHC18_NEG	20P02820144_BEHC18_NEG	20P02820145_BEHC18_NEG	20P02820142_BEHC18_NEG	20P02820143_BEHC18_NEG	20P02820140_BEHC18_NEG	20P02820141_BEHC18_NEG	20P02820209_BEHC18_NEG	20P02820208_BEHC18_NEG	20P02820075_BEHC18_NEG	20P02820073_BEHC18_NEG	20P02820072_BEHC18_NEG	20P02820079_BEHC18_NEG	20P02820078_BEHC18_NEG
CHEBI:73018	C7H11NO3	C\C=C(/C)C(=O)NCC(O)=O	InChI=1S/C7H11NO3/c1-3-5(2)7(11)8-4-6(9)10/h3H,4H2,1-2H3,(H,8,11)(H,9,10)/b5-3+	N-tigloylglycine					2.61												318801.4941	218229.7283	205353.8694	751279.9198	812850.4873	421593.4645	602408.1751	875022.6958	558228.8459	218933.5435	322585.7354	465586.9324	354252.3784	539512.5054	211001.6068	283734.9144	529579.5098	291733.4052	318940.6233	235383.5292	938018.6737	2055674.695	1474231.953	670493.0757	1595958.254	621337.0094	414105.1084	380645.5957	425610.6973	390843.2726	358049.9918	244031.7782	1091826.337	306229.9278	300601.74	278217.5407	213159.9481	225351.5323	175717.9512	397058.4349	217604.0441	456249.0794	225585.3772	695115.2322	1050488.715	3413168.536	512654.378	4201695.048	383889.1134	264698.4604	220739.5998	294333.2589	475926.6931	467928.4731	360888.6852	311466.9461	875376.2516	189243.8909	3926949.73	667878.2177	3203787.137	343411.2482	399885.5491	200246.7221	1077523.159	344415.1731	258911.2486	449695.9728	326963.6052	460000.949	276273.5073	317908.3612	424072.8679	149321.2866	259689.3495	465219.9321	555217.9099	306876.6803	648184.336	1137055.627	1303981.728	789202.7165	415530.4831	176536.6214	492653.3439	510627.1823	5551653.793	267026.9954	296300.4549	243492.5572	1870539.883	291260.2253	260991.8569	311422.163	154023.5219	267279.5777	500579.928	423765.4884	421710.6838	248925.0001	500467.261	379442.6659	465122.6435	679197.2966	218684.8697	679704.0315	708287.4841	645654.4389	467320.1671	429065.5278	622363.8181	172698.5992	428863.4793	320691.2607	398528.6209	262111.1383	549815.7488	430786.6268	457353.6895	366781.8557	605655.9948	175308.9946	375215.9848	823990.0711	454301.55	264394.5454	2951679.157	370371.4249	424757.714	385435.6741	309403.3889	414998.8755	688100.8792	294133.5621	176916.2737	817911.0194	358022.906	783100.4327	544835.7269	7302777.649	787176.2677	391393.5274	272994.8785	698830.6381	619730.4626	273158.6858	204516.2801	409071.2938	366885.0535	222658.725	233421.4017	338160.6333	427423.3517	403711.6847	263501.5826	518397.3654	1414658.456	378089.2556	248997.7084	168896.8392	429691.2247
CHEBI:6362	C17H26O12	COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@](C)(O)[C@@H](O)C[C@]12O	InChI=1S/C17H26O12/c1-16(24)8(19)3-17(25)6(13(23)26-2)5-27-15(12(16)17)29-14-11(22)10(21)9(20)7(4-18)28-14/h5,7-12,14-15,18-22,24-25H,3-4H2,1-2H3/t7-,8+,9-,10+,11-,12-,14+,15+,16+,17+/m1/s1	Lamiide					2.679												1327.468517	702.1456168	747.888754	1285.878354	678.6612832	1292.183004	643.2840253	770.6239033	683.1440113	710.7900651	1250.031016	697.568246	698.6182204	643.6201018	554.5031868	719.7452819	820.6993253	654.9652888	590.2923183	1185.795988	537.0663513	861.9404059	510.3223195	663.7904536	6961.927179	607.5822509	1072.290167	758.0372386	596.3798617	651.8060634	676.8499552	605.4887364	469.6689386	590.588993	761.5585362	543.9983806	613.5611177	923.9493226	743.3993141	825.0602991	996.7085115	646.4351417	631.377519	737.6860952	679.7195348	14485.53355	691.2140489	894.3297184	1253.351954	637.9488342	925.0151102	711.3311739	1283.783948	612.3883979	790.3446098	631.6879821	707.2324248	745.4112214	1077.068819	650.6539942	400.7953994	731.6155335	521.8464116	1374.092078	1157.938034	636.3841267	1178.316474	671.7658659	739.5762523	1178.31252	847.7527366	622.2288726	794.7632888	783.4023183	1249.60706	577.3175769	1286.40191	720.5220761	745.4519342	842.5762726	553.5954475	910.8896904	557.6801645	714.9156447	585.7619378	1218.875335	87040.95803	956.0226369	1316.112663	1186.810791	439.8704591	1148.229675	659.1384819	645.1341726	587.5338155	614.2776675	495.0481455	1145.21603	722.2270533	740.9980905	606.7066926	4742.020852	1111.148324	561.58912	592.8936891	1063.7569	735.6759325	565.4965394	623.0552438	5831.777638	706.590055	643.5562435	602.99466	1301.209163	1254.518932	1097.156915	701.9374656	715.0600866	543.0422593	77761.24372	2927.749447	1231.673465	600.6962575	741.1105649	581.971337	645.3124766	563.7070441	685.0884467	1088.643654	1202.98635	1113.656966	1103.455488	619.2451416	1180.20256	1039.552253	1076.105848	1150.94514	847.1087723	707.6918499	762.5270055	1357.545387	706.1824283	795.7946421	1146.621859	718.0700706	1170.751549	773.033322	722.0417815	602.2002653	864.0722004	706.0591333	1109.469098	537.2235094	1113.680258	1127.715261	1070.274876	1066.833063	1089.108752	616.3640602	1082.767393	741.5914449
CHEBI:18280	C8H6O3	OC(=O)C(=O)c1ccccc1	InChI=1S/C8H6O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,(H,10,11)	Phenylglyoxylic acid					2.706												92131.33383	104060.9112	90680.61655	110480.1853	106722.9308	226566.7589	104065.6941	105428.7517	83977.52592	337303.179	286921.1094	248286.9569	407030.5494	278182.4709	252545.1314	364614.8219	393617.9286	91891.04213	96289.03276	122266.099	119584.8252	72858.70269	151601.6275	178190.2875	1539442.883	297579.712	107290.2439	111611.4743	202902.1631	382884.5292	344149.8495	354123.5738	91425.16631	240838.5134	121192.251	406351.4527	275084.0344	308999.2878	217942.1412	134607.7789	122410.7538	126016.0131	107803.4125	152480.498	103875.704	152883.9574	242931.2696	140829.4381	169155.2623	105964.4655	81024.89585	100146.9544	78668.09906	97136.30343	282458.4391	96856.66964	120242.7861	94475.87998	136634.3031	121100.9223	221035.4886	122644.8732	136229.7289	90695.63864	143255.6951	109660.9986	197748.1802	209569.8648	388722.3341	186954.2484	311947.9347	194230.0112	270844.8245	143482.1445	87013.57362	614237.3269	283306.9268	242860.0464	101598.6533	110431.9178	109185.2872	120844.7537	108878.3519	126197.8849	329999.5055	174263.7264	217752.1296	93959.04075	115249.575	83896.63799	152957.9708	103236.2003	112669.2485	111369.9685	97576.57347	112803.0258	204712.7885	90989.57763	114050.3782	77013.70389	140323.8389	139388.4569	94834.6601	107644.5205	115438.4306	215577.3218	94997.07551	122311.7272	256758.0342	189167.0945	108721.7478	105398.7384	202809.3603	144988.6366	266606.3168	102574.4669	100785.4204	118772.022	131097.8529	172276.2877	134840.0784	213743.0381	396977.6686	108752.6707	167124.1385	136693.1957	2746987.083	125573.5935	80166.70904	121345.373	87860.08578	88588.72594	108755.5633	85867.14053	143181.0562	101872.3846	99163.79024	121563.3993	110555.5192	848189.7311	126951.7842	138237.0348	111859.7088	116274.3112	165949.1231	95627.86371	247814.4107	620364.9404	130389.7759	255256.1042	281447.7418	147850.3022	370116.5747	511665.6946	78564.38272	117757.938	167085.4809	86516.10645	186593.2857	88749.28704	143173.648
CHEBI:10072	C10H7NO4	OC(=O)c1cc(O)c2cccc(O)c2n1	InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)	Xanthurenic acid					2.77												64869.03633	39620.96566	29101.85435	63612.15042	57166.21771	29555.21457	61518.6908	69554.0105	43473.42144	45860.69841	40506.59677	38698.68285	54799.45211	108486.9714	50783.15779	23622.33835	115267.2736	55187.8265	23094.11693	35174.74062	94615.75969	124367.6534	1188894.074	80016.45178	123212.3042	36189.18993	77442.99715	44928.50395	57637.69501	36433.45266	51150.13237	35997.84296	44169.73959	22902.23015	25698.92861	41164.79852	31146.18825	33922.55134	14799.08853	77170.01135	46637.63083	59741.10271	18747.40093	38997.44177	20617.69433	209109.9319	30811.67907	92186.66784	5945.302087	30597.03954	26420.24767	26190.38177	53797.87589	40496.37395	55534.04404	23929.21944	55000.61753	21734.25539	93050.08127	48192.81206	112347.1511	18429.94592	38647.8958	43526.5736	75963.74071	50880.46807	24398.2148	18146.51008	44587.62986	32712.42552	36517.6168	24191.25256	40067.84118	15384.92616	31286.64222	40855.52616	83096.4948	39006.30822	58368.90891	279735.5314	57415.33486	117589.0516	17025.28905	27286.90133	64031.25002	34862.95845	804832.6161	28609.78162	57778.78312	21846.14345	1120234.329	20785.5457	41342.23352	55528.03531	52382.64022	35530.82896	41421.45056	41609.49208	68710.8141	37116.25071	30131.39168	30153.80755	46408.45813	23100.52582	27241.90445	44676.60664	54468.95892	62842.16532	100790.8196	38983.53988	48553.45318	30960.841	33175.14189	30056.28626	18410.25229	73586.41796	39506.79304	15821.86573	24415.64922	261860.0409	77569.29776	52177.10886	28744.63317	27637.87951	66969.33742	14499.29803	206186.7685	95214.1897	57398.39189	69117.1643	59243.13269	113951.8372	70949.01557	17366.6052	17270.76766	79663.65966	31511.70876	1658396.033	28171.8954	2298201.473	112049.6322	34002.78214	32348.35176	45600.38889	69567.46862	29507.41547	19780.27651	53311.85865	14190.02955	66653.35496	30657.90656	55743.57435	64381.99539	77164.19493	24472.76838	52451.5574	257268.5785	19442.48776	28285.75331	30853.91464	34946.04521
CHEBI:91038	C9H11NO3	OC=1C(CC(N)C(O)=O)=CC=CC1	InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)	2-hydroxyphenylalanine					2.787												32699.43275	30488.88861	18232.91525	33057.39169	19948.83403	26280.76863	23239.6129	27163.83606	30022.41872	19711.7263	34153.81292	27274.36441	17273.74388	21237.91016	25383.9217	19039.26106	32026.79646	21928.90009	23346.77471	26934.11154	35743.53254	46919.02211	27809.72036	36245.20397	44037.77678	30651.65515	31258.89009	21550.06687	27409.40791	28840.01896	33963.65635	29166.55285	22691.75804	24766.86024	22752.94542	26870.59851	26969.49747	31145.72915	25302.50157	40759.06143	22293.23614	35513.53372	33674.60119	24181.5046	29007.45751	916119.0386	20767.56422	31116.59463	24519.61941	21886.42695	32575.67624	27418.12932	39801.6725	28167.99407	23670.95235	20092.51396	20557.32407	27722.51011	34334.05582	25007.64206	9494.017387	23544.51393	30551.43166	35757.12587	34769.99284	28034.36686	26691.97813	23683.80242	29191.21826	40126.89671	22606.01723	34416.46926	24176.71751	25104.28385	30815.69107	31506.78935	30383.98603	28390.59073	28689.75697	38376.50159	30833.94293	25306.43145	32281.90156	30200.08553	31417.99292	25353.58235	624863.5378	35007.38698	33778.06087	31529.41774	24677.41105	35875.22	32241.02274	21876.41672	22646.23917	27268.57282	15588.5531	33259.89281	30338.40638	38268.47623	29552.79185	23699.52676	20821.64724	22448.78103	30733.45295	34659.80091	25668.68723	32366.73887	28711.00895	51144.57619	28762.0496	25149.17082	32547.10632	35204.14093	31341.51734	27950.06844	24085.77332	24290.94488	28560.5611	227028.4661	43407.93278	32608.8208	31742.97221	30245.29721	30339.12037	31482.43401	98012.88655	27186.55338	26472.29313	32694.31755	28881.04451	34289.53725	28317.244	28801.14977	24122.00139	30150.95968	26828.02771	32288.37374	23590.1758	268642.2075	26412.6142	28026.39371	29652.49521	27659.70317	34568.40677	33769.70844	28410.87179	30388.31882	21253.77338	26252.95302	22576.47353	29784.6508	25197.42231	32794.09305	20734.75687	23751.77812	56942.48803	30121.3625	28619.71518	33831.97874	24701.20512
CHEBI:48131	C9H16O4	OC(=O)CCCCCCCC(O)=O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Azelaic acid					2.798												1040743.593	770167.878	2062901.883	1141102.255	2814604.541	1196821.232	3090719.454	2011801.914	1389697.58	1122539.397	102673.5089	638273.2911	219947.6606	1367593.969	473674.5511	564166.5845	259352.8948	231444.8466	836850.183	108027.0901	242819.601	93340.08296	142742.3766	196574.8701	60397.03511	233099.7548	920844.9182	1307636.137	425468.2303	339909.1832	633829.0278	336315.7653	271025.0796	265335.4883	638929.2009	200947.9758	737619.3201	168593.7171	344537.5725	370765.2241	648110.7742	1149287.99	255859.386	843948.3525	426567.7431	426704.4646	500006.0194	363349.0865	134239.8488	920236.2548	837081.4323	1537808.859	447189.1723	1746456.491	300012.1476	604385.9759	1420396.691	1127874.366	91413.04541	280343.2841	117496.4303	646119.521	273152.8093	612487.8791	290231.2855	1968662.965	192818.0447	368748.1577	286013.6604	91087.23493	270689.319	269196.582	524372.1052	446056.8593	155045.7359	592172.9288	270277.4757	693427.0306	1366840.252	230123.486	203059.7261	74882.87552	522497.789	295698.6764	184197.2218	301054.751	115857.7885	131959.1264	345306.4725	242355.8692	525420.3565	550509.9105	1548205.058	1720138.928	1908486.917	1527895.809	337127.0203	622834.7476	1235576.539	1484681.626	2245982.93	228140.6672	248041.8438	787933.8059	1960276.195	85313.62888	1612237.509	1137345.495	2800490.237	102865.3846	2432821.521	734476.4033	716757.9544	310647.215	246361.1173	1453888.597	275662.2498	763684.9308	254481.2568	241794.8453	626763.0665	380703.9439	785794.3337	524838.2119	777366.5315	1019512.162	214590.6344	535172.4543	215660.6638	157021.5145	169671.6091	116357.0847	848231.4236	166903.8594	268947.6684	177688.3365	253226.0923	307183.1334	2511397.856	673725.274	204865.081	637630.2177	1622978.652	68898.50895	270940.1946	82739.56668	332806.9357	1388306.476	1159239.144	384894.3634	1634928.403	119881.5703	226158.038	95975.22333	603428.9093	516204.1208	473944.8363	360768.4513	672715.2312	185062.9921	818537.7492
CHEBI:167726	C16H24O10	CC1(CCC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O	InChI=1S/C16H24O10/c1-16(23)3-2-6-7(13(21)22)5-24-14(9(6)16)26-15-12(20)11(19)10(18)8(4-17)25-15/h5-6,8-12,14-15,17-20,23H,2-4H2,1H3,(H,21,22)/t6-,8-,9-,10-,11+,12-,14+,15+,16+/m1/s1	Mussaenosidic acid					2.798												148087.7184	59233.96507	120192.4446	88226.44567	44148.29613	117476.3809	78496.73675	264378.5723	75660.95711	76030.91736	37271.99931	74116.29651	44923.72213	79596.18602	72530.53994	73532.31474	432540.0491	45127.33962	35104.54028	212951.185	88862.7031	341761.1054	262814.0478	52657.86927	200313.6582	189430.7457	231196.2296	120110.5115	83053.56201	260182.8807	25649.95059	44918.51009	85122.23517	182537.1307	102188.0313	99019.02582	30944.33458	68590.9189	161960.8756	121785.8705	80547.53261	121381.5308	171296.0298	48552.49944	52334.06199	317174.5785	110177.9199	315242.6136	172248.119	138261.1039	54412.98395	20456.19675	135177.0979	115270.0784	123904.5792	54816.43035	38373.55601	45657.22264	55046.91402	464621.3101	136730.2971	21940.03693	158027.4295	112021.9465	211828.2036	54786.87976	103357.0526	127165.2576	153791.0735	145505.0072	304787.5961	281474.6329	115509.0353	122169.2783	419785.125	38404.13142	160181.8151	262510.0347	59951.82776	127826.6988	82088.67342	164588.3101	36428.60219	151706.3931	210755.7578	38665.76299	291137.1886	97407.68621	29321.80857	12467.18807	209014.5519	47195.22655	48797.69039	90238.08334	82454.10402	29909.46069	121945.1092	24102.51245	133598.7157	60648.07134	335253.0018	57279.07603	68216.9697	136417.7676	45608.9433	496380.9159	52930.03215	109727.2287	213914.9832	156948.5808	84668.76777	44438.22659	223716.9822	118368.7744	340939.3899	263912.1495	31938.40059	12092.38279	30332.1494	135086.2574	86287.89408	239460.5132	227778.6659	66436.39177	119135.9121	10573.41264	863682.342	102295.4419	201101.8214	227113.8005	185106.15	256667.5187	89939.03468	102411.7264	70798.04317	130538.0602	105645.0029	536605.9587	44079.55581	279837.8884	176109.7788	11923.94503	102898.6055	150927.3482	184648.9847	182430.7749	103142.4384	95692.29212	76511.50153	177131.1526	73459.36952	20909.07276	46552.56648	559743.0195	47280.26201	51014.25278	424113.2656	76042.82239	170861.847	70717.69762	361381.4342
CHEBI:19229	C11H15N5O5	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c1nc(N)[nH]c2=O	InChI=1S/C11H15N5O5/c1-20-7-6(18)4(2-17)21-10(7)16-3-13-5-8(16)14-11(12)15-9(5)19/h3-4,6-7,10,17-18H,2H2,1H3,(H3,12,14,15,19)/t4-,6-,7-,10-/m1/s1	2'-O-methylguanosine					2.818												141558.9497	116224.8041	165030.1897	134988.0951	114694.1012	115997.4069	140890.3937	173110.3466	156646.768	165884.9229	142183.263	196583.8761	153486.9646	227865.0752	195249.057	160097.1516	308923.0402	204648.116	200942.017	87495.58357	199746.1225	256629.2961	108284.6378	280315.248	145760.2421	90482.11323	142692.2039	141904.6685	183352.1822	206618.6408	192427.6956	167448.1612	184236.7528	118230.4645	260305.296	270779.6833	197773.2696	221450.6614	100511.0924	268591.0631	133200.8791	202565.5453	155632.3781	156081.995	169560.7182	70325.46693	146835.3079	224167.0758	71671.93017	106315.0984	160012.1637	157038.0928	121070.9524	136174.0305	144869.407	170822.8125	134056.6395	125714.1151	186748.7882	206994.3486	320227.1571	164522.9325	85556.92758	147582.552	222279.0496	146027.7916	152973.7721	154725.0172	132194.2849	89060.64764	65748.25983	148477.6428	110348.9571	106549.7701	197660.6821	157782.7336	205043.7675	196725.9989	171580.2104	222737.1145	262120.3237	424649.0355	175438.4292	83975.2434	127646.4544	147692.8328	213480.4332	155544.4	124364.2764	115864.646	189947.3436	144988.9287	166546.7966	179504.0044	132039.152	127271.1252	563102.7682	92904.30239	144408.2861	165372.1154	331257.0864	344839.9841	167291.8501	119897.4756	145279.5022	95383.9874	142503.3735	194935.4476	190440.4927	4079425.836	149236.462	124414.8589	265142.3669	163874.3904	121300.688	134341.0235	286083.2731	217560.4422	209454.2412	192534.8316	177551.7808	137965.6441	199962.219	160420.7219	185995.8641	231560.5723	137137.6909	100363.7882	53363.15619	101680.4105	59240.93107	65403.60561	71672.39272	43532.64233	71213.69354	66378.12661	77102.36551	351561.8022	165165.3957	287231.6506	167946.9975	214161.5798	157542.9056	80876.704	139593.7236	128712.2585	223945.668	363475.8286	162104.1568	265992.6171	145415.2612	167329.492	192261.8376	284298.7977	126537.1057	166164.3362	217129.7199	190671.0308	149267.0228	207258.8071	209044.2429
CHEBI:17620	C10H10O4	COc1cc(\C=C\C(O)=O)ccc1O	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	Ferulate					2.822												26486.91883	11269.17966	23970.06377	26693.61403	25482.77218	46387.04521	56988.69805	26934.63848	24540.29117	13880.80662	46699.23902	43947.45346	32759.91901	27583.27627	26388.75686	33219.09072	26484.82049	10196.92864	9497.767907	24732.77473	31275.44157	8499.374694	14769.95725	35291.32229	21518.05114	27811.15009	21686.69532	32185.62042	37398.8937	27527.46112	72474.78937	19049.29851	17742.00187	26704.1497	11247.10259	22092.93705	13567.79953	28531.22486	68709.0899	13247.11804	9090.373496	13953.41638	12041.96369	499808.3493	11775.67803	28362.43508	35417.3122	7846.062116	25753.22517	36117.71509	55683.06418	62120.54774	136903.0705	108980.9954	32266.97128	39964.62601	49408.89346	65379.00335	25933.1189	21517.67825	12547.37045	16035.31742	11025.46171	39637.61166	9657.859808	44074.87077	61098.54535	38560.10228	30901.78842	28212.55419	24194.69453	13055.92344	22656.91646	12687.9521	59729.3821	12679.01626	22730.90299	12607.54245	38641.82041	9244.340833	9415.50627	59451.42068	25568.02921	15877.77146	47692.9374	12826.30419	10960.27914	13854.09505	12643.44025	70503.1725	7175.761952	116386.9538	26223.082	30575.68856	25592.7506	78789.00831	8835.525767	53407.11931	31577.26048	36461.88632	50286.29544	10434.00831	36142.34902	31367.37169	86427.77469	26075.85915	37490.24035	26701.61817	35828.13785	25557.75443	12377.07654	12805.28372	176846.6773	13942.4567	8291.974462	24932.26718	8332.83556	34148.78761	10694.64023	21936.71564	14589.38558	28207.87841	53082.50492	31383.54611	38515.21263	36244.31544	40191.96591	52667.67655	23237.21979	10762.20244	27880.77051	21348.30967	29276.04465	13802.57955	25914.6311	63918.4968	36188.01903	9313.545118	37352.55704	12729.92746	462933.4752	13123.43819	14482.10579	8572.039074	21644.94571	51381.65381	29204.75695	29653.77469	10381.05479	48144.26719	28874.33336	36198.32035	27277.35994	23801.67402	40886.30934	115630.7639	31577.69101	9304.630806	23058.28997	14602.78557	9676.378816
CHEBI:68467	C11H14N4O5	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c1nc[nH]c2=O	InChI=1S/C11H14N4O5/c1-19-8-7(17)5(2-16)20-11(8)15-4-14-6-9(15)12-3-13-10(6)18/h3-5,7-8,11,16-17H,2H2,1H3,(H,12,13,18)/t5-,7-,8-,11-/m1/s1	2'-O-methylinosine					2.825												62550.30933	58554.81734	56668.72294	64743.42786	61811.28427	59374.77414	64955.05125	65340.66871	74404.82315	81978.42103	64561.21548	78433.7035	50807.16072	98047.81256	96481.946	67842.58305	168919.5423	89853.90786	67737.19461	19243.04979	104731.9054	79157.50515	62686.1909	152412.8676	58070.79702	16463.0176	60922.0202	47779.62784	74861.59097	118418.323	103812.1608	73887.6173	53670.75536	26242.03994	88552.18592	91429.57689	96543.99144	69605.9815	28611.21616	84394.99417	77934.91614	78361.09372	52854.55483	67154.26546	65834.48646	53934.78996	10146.2696	74384.74145	10820.68435	52051.25329	55368.53385	71635.27443	60889.57873	72328.38467	35237.51538	52754.77389	61145.71894	72971.391	77213.78267	78194.33996	104585.0939	66687.30328	14350.77695	53058.63195	71144.46153	51451.94474	44746.12396	75850.51224	26539.28823	33427.0619	21929.81413	7394.188489	36352.14386	27880.52484	9288.110282	57965.29839	84079.72	84217.0399	49787.9783	55021.10968	90287.27952	314527.4116	100604.3906	7300.559975	40084.9779	55262.07619	88269.45936	65292.09149	90242.12437	43284.45135	148834.2317	52166.17669	95763.95238	82138.47809	72645.32481	48722.26089	76580.45643	42939.81548	72224.40618	71101.4461	178791.7403	96133.17705	87281.16404	42655.58857	63736.38895	21181.66737	61291.62218	94921.6326	121002.63	4198072.746	56418.31083	58256.66824	58677.94731	67501.09082	48434.02639	80859.05605	97299.60039	86085.00245	76693.13816	61136.9106	58611.13575	75810.03515	65974.65772	95869.16664	92508.92956	83641.13947	49791.59861	30210.46094	8086.761942	31521.8861	26128.07588	11160.41938	7315.435594	7887.696157	11775.39738	23302.58643	23700.30126	122377.6117	50087.75876	111486.1433	47752.97867	82298.82668	50124.22972	9471.694726	45404.72937	10993.96333	90610.87145	167827.9657	61906.01283	125792.4802	70703.13033	77406.91631	68299.53882	156661.4192	65178.11421	88602.07553	57219.38123	83585.89207	66802.83838	105674.3316	136472.263
